Year,Month,Day,Hour,Actual,Predict
18,1,28,9,1130.76,1130.7397
18,1,28,10,1212.12,1211.5477
18,1,28,11,1233.72,1233.9108
18,1,28,12,1233.72,1234.3569
18,1,28,13,1253.16,1253.037
18,1,28,14,1294.56,1295.2455
18,1,28,15,1241.28,1241.3367
18,1,28,16,1237.32,1237.3315
18,1,28,17,1258.2,1258.4093
18,1,28,18,1292.76,1292.247
18,1,28,19,1236.24,1237.0734
18,1,28,20,1220.04,1220.4822
18,1,28,21,1225.44,1225.685
18,1,28,22,1256.76,1256.8029
18,1,28,23,1284.12,1283.7394
18,1,29,0,1250.64,1250.5737
18,1,29,1,1189.8,1189.8683
18,1,29,2,1199.52,1199.4355
18,1,29,3,1134.72,1134.1036
18,1,29,4,1135.8,1136.0796
18,1,29,5,1105.56,1105.0112
18,1,29,6,1170.36,1170.7012
18,1,29,7,1355.76,1355.5078
18,1,29,8,1459.44,1460.2975
18,1,29,9,1612.08,1612.1251
18,1,29,10,1741.68,1741.9142
18,1,29,11,1785.6,1786.4117
18,1,29,12,1833.12,1831.8647
18,1,29,13,1715.4,1715.5082
18,1,29,14,1722.96,1723.1289
18,1,29,15,1731.24,1730.4711
18,1,29,16,1748.88,1748.0411
18,1,29,17,1681.92,1681.6656
18,1,29,18,1618.2,1618.7539
18,1,29,19,1517.76,1517.8456
18,1,29,20,1534.68,1533.7133
18,1,29,21,1526.4,1527.4836
18,1,29,22,1400.76,1399.9525
18,1,29,23,1361.16,1360.8275
18,1,30,0,1297.44,1297.1238
18,1,30,1,1262.52,1262.3923
18,1,30,2,1201.32,1201.1825
18,1,30,3,1122.84,1123.4332
18,1,30,4,1124.64,1125.0605
18,1,30,5,1121.04,1120.8562
18,1,30,6,1170.36,1170.7416
18,1,30,7,1293.48,1292.369
18,1,30,8,1355.76,1355.5044
18,1,30,9,1530.72,1530.1896
18,1,30,10,1684.08,1682.6578
18,1,30,11,1803.96,1807.8042
18,1,30,12,1794.96,1794.9996
18,1,30,13,1714.68,1715.7378
18,1,30,14,1717.92,1717.2854
18,1,30,15,1784.88,1786.1196
18,1,30,16,1719.72,1722.2294
18,1,30,17,1750.68,1749.4235
18,1,30,18,1617.84,1618.0824
18,1,30,19,1601.64,1601.0851
18,1,30,20,1462.68,1462.8094
18,1,30,21,1450.8,1451.3982
18,1,30,22,1436.04,1435.9414
18,1,30,23,1319.04,1319.127
18,1,31,0,1342.44,1341.5043
18,1,31,1,1281.24,1281.2427
18,1,31,2,1316.88,1316.1967
18,1,31,3,1211.4,1211.047
18,1,31,4,1227.6,1226.9377
18,1,31,5,1199.88,1199.6206
18,1,31,6,1205.28,1205.0255
18,1,31,7,1285.92,1286.7286
18,1,31,8,1438.56,1439.7603
18,1,31,9,1574.28,1574.0841
18,1,31,10,1624.68,1625.2362
18,1,31,11,1753.92,1755.6534
18,1,31,12,1793.88,1795.144
18,1,31,13,1749.96,1748.2141
18,1,31,14,1675.08,1675.4818
18,1,31,15,1718.28,1717.3495
18,1,31,16,1632.6,1633.1144
