Year,Month,Day,Hour,Actual,Predict
18,7,19,9,1918.44,1915.9698634645224
18,7,19,10,2019.6,2064.169159743156
18,7,19,11,2204.28,2072.5012450597205
18,7,19,12,2171.16,2083.0373844799387
18,7,19,13,2103.84,2072.591648566975
18,7,19,14,2195.64,2078.901078491635
18,7,19,15,2240.28,2061.77496615561
18,7,19,16,2180.16,2061.77496615561
18,7,19,17,2297.52,2103.806775371462
18,7,19,18,2262.96,2074.9198463605576
18,7,19,19,1974.24,1995.474246018415
18,7,19,20,1834.92,1833.875262926545
18,7,19,21,1860.48,1850.9038158551073
18,7,19,22,1822.32,1830.0813784580955
18,7,19,23,1679.76,1685.6033525319776
18,7,20,0,1642.32,1643.5162433612152
18,7,20,1,1571.4,1570.0042857803733
18,7,20,2,1489.32,1489.9364470029602
18,7,20,3,1421.64,1422.722015000102
18,7,20,4,1393.2,1393.2841919460136
18,7,20,5,1312.56,1312.1895104447233
18,7,20,6,1282.32,1280.8182032948514
18,7,20,7,1440.0,1438.9806805100034
18,7,20,8,1767.6,1775.2278183198007
18,7,20,9,2111.04,2060.1502979407337
18,7,20,10,2179.08,2070.2086107720497
18,7,20,11,2371.32,2082.0981837082218
18,7,20,12,2382.84,2084.8749024484428
18,7,20,13,2352.96,2098.233926212878
18,7,20,14,2447.28,2103.9568665686006
18,7,20,15,2464.2,2078.5229097597826
18,7,20,16,2396.16,2106.2864277903323
18,7,20,17,2378.16,2095.3582685889182
18,7,20,18,2177.64,2091.652283483803
18,7,20,19,1853.64,1849.9889943199469
18,7,20,20,1815.48,1812.7571779669918
18,7,20,21,1881.0,1891.065337651393
18,7,20,22,1820.52,1810.1380863644927
18,7,20,23,1662.84,1671.3429232666367
18,7,21,0,1507.68,1508.9864911814768
18,7,21,1,1493.64,1496.8996481779989
18,7,21,2,1421.64,1422.78668846428
18,7,21,3,1367.64,1369.063475377184
18,7,21,4,1308.96,1308.8271973584306
18,7,21,5,1282.32,1280.756062272362
18,7,21,6,1271.52,1270.8553749774678
18,7,21,7,1452.24,1450.3685393823605
18,7,21,8,1632.96,1633.1437525496192
18,7,21,9,2016.0,2070.583999132407
18,7,21,10,2076.84,2097.01927291429
18,7,21,11,2195.64,2084.344276337146
18,7,21,12,2199.96,2082.3310676616948
18,7,21,13,2141.28,2087.288065300023
18,7,21,14,2163.96,2097.5087414123127
18,7,21,15,2130.12,2087.1055494718166
18,7,21,16,1981.08,2003.1257644922287
18,7,21,17,1879.92,1876.082697165098
18,7,21,18,1706.76,1712.9591143034793
18,7,21,19,1616.4,1622.706835431261
18,7,21,20,1635.84,1630.9853867885708
18,7,21,21,1767.6,1774.6602646032734
18,7,21,22,1635.84,1631.577028015166
18,7,21,23,1501.2,1502.5915025142033
18,7,22,0,1515.6,1515.400475531282
18,7,22,1,1455.84,1456.1074422389809
18,7,22,2,1406.52,1407.6228223257024
18,7,22,3,1321.2,1322.9805293655245
18,7,22,4,1292.4,1291.5820982804678
18,7,22,5,1263.6,1264.1058571171786
18,7,22,6,1225.8,1225.742627996118
18,7,22,7,1266.12,1267.7097542716133
18,7,22,8,1338.84,1338.8697752527405
18,7,22,9,1416.6,1420.4070403934982
18,7,22,10,1396.08,1400.3969563856522
18,7,22,11,1529.64,1531.7220983495372
18,7,22,12,1558.8,1565.5149346141984
18,7,22,13,1577.16,1581.0794636096912
18,7,22,14,1666.8,1667.502447861894
18,7,22,15,1662.12,1660.2070979613889
18,7,22,16,1594.8,1602.1449493595098
18,7,22,17,1668.96,1670.5083866457321
18,7,22,18,1644.84,1643.5361774609426
18,7,22,19,1571.04,1570.8769133367834
18,7,22,20,1526.4,1523.8003942699336
18,7,22,21,1659.96,1657.8763754217568
18,7,22,22,1617.84,1622.2715991892408
18,7,22,23,1581.48,1578.0756639388585
18,7,23,0,1567.44,1570.5884758365
18,7,23,1,1552.68,1553.702659421034
18,7,23,2,1434.6,1433.8498075621096
18,7,23,3,1382.4,1381.150159917139
18,7,23,4,1320.12,1319.2459138259992
18,7,23,5,1323.0,1322.9665516468945
18,7,23,6,1428.84,1428.026737890562
18,7,23,7,1568.88,1569.3522625150229
18,7,23,8,1797.84,1792.0466193537832
18,7,23,9,2071.44,2058.668136046879
18,7,23,10,2124.72,2089.859132679223
18,7,23,11,2259.72,2090.649606155366
18,7,23,12,2191.68,2109.077093552702
18,7,23,13,2205.36,2093.258808580297
18,7,23,14,2293.2,2092.1728309998757
18,7,23,15,2279.52,2108.0359323325333
18,7,23,16,2197.8,2095.6229283642924
18,7,23,17,2199.6,2093.0920011493445
18,7,23,18,2188.44,2085.82055430249
18,7,23,19,1874.16,1871.3727814751032
18,7,23,20,1881.0,1890.0538078200582
18,7,23,21,1891.8,1894.6486576560023
18,7,23,22,1825.56,1833.4268060859001
18,7,23,23,1633.32,1631.2037378883424
18,7,24,0,1607.4,1611.1227442373345
18,7,24,1,1522.44,1522.503005421167
18,7,24,2,1453.68,1456.1039806600265
18,7,24,3,1386.0,1385.3397718504566
18,7,24,4,1336.32,1335.505357179946
18,7,24,5,1319.76,1319.2845503774968
